orf_id,transcript,gene,is_canonical,classification,orf_class,chromosome,coor1,coor2,strand
orf34275,chr4_1129588,YDR331W,canonical,conserved,Verified,chrIV,1129588,1130823,+
orf59727,chr4_1130928,NA,noncanonical,other,None,chrIV,1130928,1131062,-
orf34276,chr4_1131001,YDR332W,canonical,conserved,Verified,chrIV,1131001,1133070,+
orf54205,chr4_1133260,YDR333C,canonical,conserved,Verified,chrIV,1133260,1135431,-
orf39946,chr4_1135880,NA,noncanonical,other,None,chrIV,1135880,1135948,+
orf45484,chr4_1135932,YDR334W,canonical,conserved,Verified,chrIV,1135932,1140476,+
orf34328,chr4_1141168,YDR335W,canonical,conserved,Verified,chrIV,1141168,1144842,+
orf59657,chr4_1144560,NA,noncanonical,other,None,chrIV,1144560,1144856,-
orf34330,chr4_1145092,YDR336W,canonical,conserved,Uncharacterized,chrIV,1145092,1146036,+
orf34333,chr4_1146319,YDR337W,canonical,conserved,Verified,chrIV,1146319,1147179,+
orf54160,chr4_1146670,NA,noncanonical,denovo,None,chrIV,1146670,1146903,-
orf41819,chr4_114672,YDL193W,canonical,conserved,Verified,chrIV,114672,115799,+
orf48488,chr4_1147379,YDR338C,canonical,conserved,Uncharacterized,chrIV,1147379,1149466,-
orf48487,chr4_1149587,NA,noncanonical,denovo,None,chrIV,1149587,1149658,-
orf48486,chr4_1149737,NA,noncanonical,denovo,None,chrIV,1149737,1149871,-
orf54141,chr4_1149832,NA,noncanonical,other,None,chrIV,1149832,1149915,-
orf59636,chr4_1149951,YDR339C,canonical,conserved,Verified,chrIV,1149951,1150520,-
orf45523,chr4_1150881,YDR340W,noncanonical,other,Dubious,chrIV,1150881,1151183,+
orf54139,chr4_1151086,NA,noncanonical,other,None,chrIV,1151086,1151199,-
orf59635,chr4_1151637,NA,noncanonical,denovo,None,chrIV,1151637,1151774,-
orf54137,chr4_1151803,YDR341C,canonical,conserved,Verified,chrIV,1151803,1153626,-
orf54135,chr4_1154122,NA,noncanonical,other,None,chrIV,1154122,1154256,-
orf48465,chr4_1154216,YDR342C,canonical,conserved,Verified,chrIV,1154216,1155928,-
orf34374,chr4_1156558,NA,noncanonical,denovo,None,chrIV,1156558,1156830,+
orf59599,chr4_1157157,NA,noncanonical,other,None,chrIV,1157157,1157255,-
orf45545,chr4_1157679,NA,noncanonical,other,None,chrIV,1157679,1157789,+
orf34382,chr4_1157935,NA,noncanonical,other,None,chrIV,1157935,1157988,+
orf34385,chr4_1158769,NA,noncanonical,other,None,chrIV,1158769,1158897,+
orf54106,chr4_1159189,NA,noncanonical,other,None,chrIV,1159189,1159287,-
orf59587,chr4_1159608,YDR343C,canonical,conserved,Verified,chrIV,1159608,1161320,-
orf59586,chr4_1161372,NA,noncanonical,denovo,None,chrIV,1161372,1161461,-
orf54099,chr4_1161502,NA,noncanonical,denovo,None,chrIV,1161502,1161648,-
orf48435,chr4_1161638,NA,noncanonical,other,None,chrIV,1161638,1161907,-
orf54098,chr4_1162006,YDR344C,canonical,denovo,Uncharacterized,chrIV,1162006,1162449,-
orf34400,chr4_1162408,NA,noncanonical,denovo,None,chrIV,1162408,1162599,+
orf59582,chr4_1162536,NA,noncanonical,other,None,chrIV,1162536,1162667,-
orf34401,chr4_1162819,NA,noncanonical,denovo,None,chrIV,1162819,1163055,+
orf54096,chr4_1162957,YDR345C,canonical,conserved,Verified,chrIV,1162957,1164660,-
orf57891,chr4_116296,NA,noncanonical,other,None,chrIV,116296,116502,-
orf36067,chr4_116321,YDL192W,canonical,conserved,Verified,chrIV,116321,116866,+
orf54095,chr4_1164727,NA,noncanonical,denovo,None,chrIV,1164727,1164963,-
orf52567,chr4_11657,YDL245C,canonical,conserved,Verified,chrIV,11657,13360,-
orf34407,chr4_1165777,NA,noncanonical,other,None,chrIV,1165777,1165848,+
orf45589,chr4_1166184,NA,noncanonical,other,None,chrIV,1166184,1166339,+
orf48415,chr4_1166960,NA,noncanonical,denovo,None,chrIV,1166960,1167058,-
orf54083,chr4_1167064,NA,noncanonical,denovo,None,chrIV,1167064,1167192,-
orf54082,chr4_1167214,YDR346C,canonical,conserved,Verified,chrIV,1167214,1168659,-
orf45604,chr4_1169052,NA,noncanonical,denovo,None,chrIV,1169052,1169147,+
orf45605,chr4_1169178,YDR347W,canonical,conserved,Verified,chrIV,1169178,1170143,+
orf48408,chr4_1169528,NA,noncanonical,other,None,chrIV,1169528,1169854,-
orf40089,chr4_1170140,NA,noncanonical,other,None,chrIV,1170140,1170181,+
orf54073,chr4_1170253,NA,noncanonical,denovo,None,chrIV,1170253,1170297,-
orf48406,chr4_1170326,YDR348C,canonical,conserved,Verified,chrIV,1170326,1171825,-
orf36069,chr4_117098,NA,noncanonical,denovo,None,chrIV,117098,117157,+
orf54060,chr4_1172386,YDR349C,canonical,conserved,Verified,chrIV,1172386,1174176,-
orf34445,chr4_1174585,NA,noncanonical,other,None,chrIV,1174585,1174668,+
orf54056,chr4_1174660,NA,noncanonical,other,None,chrIV,1174660,1174857,-
orf34446,chr4_1174780,NA,noncanonical,other,None,chrIV,1174780,1174890,+
orf40109,chr4_1174907,NA,noncanonical,other,None,chrIV,1174907,1175002,+
orf45631,chr4_1175271,NA,noncanonical,other,None,chrIV,1175271,1175351,+
orf59530,chr4_1176120,YDR350C,canonical,conserved,Verified,chrIV,1176120,1178174,-
NA,chr4_117664,YDL191W,canonical,conserved,Verified,chrIV,117664,118517,+
orf40121,chr4_1178666,YDR351W,canonical,conserved,Verified,chrIV,1178666,1181260,+
orf54033,chr4_1181611,NA,noncanonical,denovo,None,chrIV,1181611,1181712,-
orf40123,chr4_1181801,YDR352W,canonical,conserved,Verified,chrIV,1181801,1182754,+
orf48361,chr4_1182035,NA,noncanonical,other,None,chrIV,1182035,1182262,-
orf48360,chr4_1182761,NA,noncanonical,denovo,None,chrIV,1182761,1182925,-
orf40124,chr4_1182791,NA,noncanonical,other,None,chrIV,1182791,1182886,+
orf59509,chr4_1182990,NA,noncanonical,denovo,None,chrIV,1182990,1183073,-
orf48357,chr4_1183226,NA,noncanonical,other,None,chrIV,1183226,1183288,-
orf45674,chr4_1183299,YDR353W,canonical,conserved,Verified,chrIV,1183299,1184258,+
orf54023,chr4_1184191,NA,noncanonical,denovo,None,chrIV,1184191,1184397,-
orf40130,chr4_1184747,YDR354W,canonical,conserved,Verified,chrIV,1184747,1185889,+
orf45687,chr4_1186107,YDR356W,canonical,conserved,Verified,chrIV,1186107,1188941,+
orf63488,chr4_118707,YDL190C,canonical,conserved,Verified,chrIV,118707,121592,-
orf48335,chr4_1188986,NA,noncanonical,denovo,None,chrIV,1188986,1189156,-
orf45689,chr4_1189020,NA,noncanonical,denovo,None,chrIV,1189020,1189151,+
orf48334,chr4_1189199,YDR357C,canonical,conserved,Verified,chrIV,1189199,1189567,-
orf34520,chr4_1190059,YDR358W,canonical,conserved,Verified,chrIV,1190059,1191732,+
orf34521,chr4_1191766,NA,noncanonical,denovo,None,chrIV,1191766,1191825,+
orf59485,chr4_1191936,YDR359C,canonical,conserved,Verified,chrIV,1191936,1194884,-
orf48301,chr4_1195412,YDR361C,canonical,conserved,Verified,chrIV,1195412,1196263,-
orf40170,chr4_1195559,NA,noncanonical,other,None,chrIV,1195559,1195753,+
orf59482,chr4_1196679,YDR362C,canonical,conserved,Verified,chrIV,1196679,1198697,-
orf40186,chr4_1199183,YDR363W,canonical,conserved,Verified,chrIV,1199183,1200553,+
orf59463,chr4_1202067,NA,noncanonical,other,None,chrIV,1202067,1202303,-
orf34557,chr4_1202128,YDR363W-A,canonical,conserved,Verified,chrIV,1202128,1202397,+
orf48267,chr4_1202627,NA,noncanonical,other,None,chrIV,1202627,1202800,-
orf48266,chr4_1202843,YDR364C,canonical,conserved,Verified,chrIV,1202843,1204210,-
orf53941,chr4_1204291,NA,noncanonical,other,None,chrIV,1204291,1204449,-
orf59457,chr4_1204497,YDR365C,canonical,conserved,Verified,chrIV,1204497,1206383,-
orf59456,chr4_1206450,NA,noncanonical,other,None,chrIV,1206450,1206566,-
orf59455,chr4_1206594,NA,noncanonical,other,None,chrIV,1206594,1206728,-
orf45752,chr4_1206681,NA,noncanonical,other,None,chrIV,1206681,1206803,+
orf40230,chr4_1208798,NA,noncanonical,other,None,chrIV,1208798,1212265,+
orf59422,chr4_1212438,YDR366C,canonical,other,Uncharacterized,chrIV,1212438,1212836,-
NA,chr4_1212848,YDR367W,canonical,conserved,Verified,chrIV,1212848,1213614,+
orf53905,chr4_1213669,NA,noncanonical,denovo,None,chrIV,1213669,1213962,-
orf40239,chr4_1213904,YDR368W,canonical,conserved,Verified,chrIV,1213904,1214842,+
orf48209,chr4_1214774,NA,noncanonical,other,None,chrIV,1214774,1214920,-
orf45800,chr4_1214862,NA,noncanonical,denovo,None,chrIV,1214862,1215035,+
orf53902,chr4_1215016,YDR369C,canonical,conserved,Verified,chrIV,1215016,1217580,-
orf53899,chr4_1217782,YDR370C,canonical,conserved,Verified,chrIV,1217782,1219110,-
orf45824,chr4_1219413,YDR371W,canonical,conserved,Uncharacterized,chrIV,1219413,1220948,+
orf30515,chr4_121978,NA,noncanonical,denovo,None,chrIV,121978,122166,+
orf53889,chr4_1221112,YDR372C,canonical,conserved,Verified,chrIV,1221112,1222149,-
orf36090,chr4_122216,YDL189W,canonical,conserved,Verified,chrIV,122216,123589,+
orf34619,chr4_1222759,YDR373W,canonical,conserved,Verified,chrIV,1222759,1223331,+
orf48181,chr4_1223474,YDR374C,canonical,conserved,Verified,chrIV,1223474,1224394,-
orf34625,chr4_1224757,YDR374W-A,canonical,conserved,Verified,chrIV,1224757,1225026,+
orf48177,chr4_1225166,YDR375C,canonical,conserved,Verified,chrIV,1225166,1226536,-
orf40287,chr4_1226822,YDR376W,canonical,conserved,Verified,chrIV,1226822,1228303,+
orf53857,chr4_1227967,NA,noncanonical,other,None,chrIV,1227967,1228299,-
orf45859,chr4_1228611,YDR377W,canonical,conserved,Verified,chrIV,1228611,1228916,+
orf40289,chr4_1229138,NA,noncanonical,other,None,chrIV,1229138,1229191,+
orf59334,chr4_1229349,YDR378C,canonical,conserved,Verified,chrIV,1229349,1229720,-
orf40294,chr4_1230167,YDR379W,canonical,conserved,Verified,chrIV,1230167,1233196,+
orf48145,chr4_1233278,YDR379C-A,canonical,conserved,Verified,chrIV,1233278,1233517,-
orf59313,chr4_1233627,NA,noncanonical,denovo,None,chrIV,1233627,1233755,-
orf45892,chr4_1234218,YDR380W,canonical,conserved,Verified,chrIV,1234218,1236125,+
orf59308,chr4_1235151,NA,noncanonical,other,None,chrIV,1235151,1235279,-
orf48131,chr4_1235840,NA,noncanonical,other,None,chrIV,1235840,1235965,-
orf48130,chr4_1235966,NA,noncanonical,other,None,chrIV,1235966,1236088,-
NA,chr4_1236558,YDR381W,canonical,conserved,Verified,chrIV,1236558,1238004,+
NA,chr4_1238312,YDR381C-A,canonical,conserved,Verified,chrIV,1238312,1238850,-
orf40306,chr4_1238414,NA,noncanonical,other,None,chrIV,1238414,1238620,+
orf57873,chr4_123865,YDL188C,canonical,conserved,Verified,chrIV,123865,124998,-
orf34668,chr4_1238875,NA,noncanonical,denovo,None,chrIV,1238875,1238961,+
orf48120,chr4_1238918,NA,noncanonical,other,None,chrIV,1238918,1239004,-
orf45911,chr4_1239492,YDR382W,canonical,conserved,Verified,chrIV,1239492,1239824,+
orf48117,chr4_1239524,NA,noncanonical,other,None,chrIV,1239524,1239658,-
orf48116,chr4_1239668,NA,noncanonical,other,None,chrIV,1239668,1239802,-
orf59297,chr4_1239960,YDR383C,canonical,conserved,Verified,chrIV,1239960,1240718,-
orf40311,chr4_1240352,NA,noncanonical,denovo,None,chrIV,1240352,1240600,+
orf59294,chr4_1241091,NA,noncanonical,other,None,chrIV,1241091,1241150,-
orf53811,chr4_1241161,NA,noncanonical,other,None,chrIV,1241161,1241214,-
orf48105,chr4_1241204,YDR384C,canonical,conserved,Verified,chrIV,1241204,1242031,-
orf48103,chr4_1242167,NA,noncanonical,other,None,chrIV,1242167,1242253,-
orf45919,chr4_1242300,NA,noncanonical,denovo,None,chrIV,1242300,1242497,+
orf45924,chr4_1243230,YDR385W,canonical,conserved,Verified,chrIV,1243230,1245758,+
orf34701,chr4_1246084,YDR386W,canonical,conserved,Verified,chrIV,1246084,1247982,+
orf53792,chr4_1248154,YDR387C,canonical,conserved,Uncharacterized,chrIV,1248154,1249821,-
orf48077,chr4_1249829,NA,noncanonical,denovo,None,chrIV,1249829,1249900,-
orf40340,chr4_1250186,YDR388W,canonical,conserved,Verified,chrIV,1250186,1251634,+
orf34712,chr4_1252537,YDR389W,canonical,conserved,Verified,chrIV,1252537,1254501,+
orf45953,chr4_1254675,NA,noncanonical,other,None,chrIV,1254675,1254740,+
orf53770,chr4_1254937,YDR390C,canonical,conserved,Verified,chrIV,1254937,1256847,-
orf41858,chr4_125616,YDL186W,canonical,conserved,Uncharacterized,chrIV,125616,126449,+
orf53768,chr4_1257358,YDR391C,canonical,conserved,Uncharacterized,chrIV,1257358,1258056,-
orf59220,chr4_1258347,NA,noncanonical,denovo,None,chrIV,1258347,1258499,-
orf40377,chr4_1258484,NA,noncanonical,denovo,None,chrIV,1258484,1258588,+
orf34730,chr4_1258696,YDR392W,canonical,conserved,Verified,chrIV,1258696,1259709,+
orf45968,chr4_1259901,YDR393W,canonical,conserved,Verified,chrIV,1259901,1261271,+
orf48046,chr4_1260542,NA,noncanonical,denovo,None,chrIV,1260542,1261165,-
orf59214,chr4_1261233,NA,noncanonical,denovo,None,chrIV,1261233,1261325,-
orf40392,chr4_1261544,NA,noncanonical,denovo,None,chrIV,1261544,1261666,+
orf34745,chr4_1261681,YDR394W,canonical,conserved,Verified,chrIV,1261681,1262967,+
orf57867,chr4_126286,NA,noncanonical,other,None,chrIV,126286,126393,-
orf45972,chr4_1263324,YDR395W,canonical,conserved,Verified,chrIV,1263324,1266158,+
NA,chr4_1266366,YDR397C,canonical,conserved,Verified,chrIV,1266366,1266898,-
orf53726,chr4_1266937,NA,noncanonical,denovo,None,chrIV,1266937,1267032,-
orf34775,chr4_1267471,YDR398W,canonical,conserved,Verified,chrIV,1267471,1269402,+
orf30534,chr4_126787,YDL185W,canonical,conserved,Verified,chrIV,126787,130002,+
orf45983,chr4_1270068,YDR399W,canonical,conserved,Verified,chrIV,1270068,1270733,+
orf59187,chr4_1270533,NA,noncanonical,other,None,chrIV,1270533,1270745,-
orf40437,chr4_1270949,YDR400W,canonical,conserved,Verified,chrIV,1270949,1272085,+
orf34781,chr4_1272223,YDR401W,noncanonical,other,Dubious,chrIV,1272223,1272786,+
orf59180,chr4_1272234,YDR402C,canonical,conserved,Verified,chrIV,1272234,1273703,-
orf34790,chr4_1274602,YDR403W,canonical,conserved,Verified,chrIV,1274602,1276212,+
orf53685,chr4_1275541,NA,noncanonical,denovo,None,chrIV,1275541,1275732,-
orf53679,chr4_1276393,NA,noncanonical,other,None,chrIV,1276393,1276575,-
orf53678,chr4_1276654,YDR404C,canonical,conserved,Verified,chrIV,1276654,1277169,-
orf46010,chr4_1277646,YDR405W,canonical,conserved,Verified,chrIV,1277646,1278437,+
orf59167,chr4_1277751,NA,noncanonical,other,None,chrIV,1277751,1278017,-
orf34797,chr4_1279210,YDR406W,canonical,conserved,Verified,chrIV,1279210,1283799,+
orf59158,chr4_1279758,NA,noncanonical,other,None,chrIV,1279758,1279898,-
orf59142,chr4_1284069,YDR407C,canonical,conserved,Verified,chrIV,1284069,1287938,-
orf59140,chr4_1288065,NA,noncanonical,other,None,chrIV,1288065,1288139,-
orf59139,chr4_1288215,YDR408C,canonical,conserved,Verified,chrIV,1288215,1288859,-
orf34818,chr4_1288561,NA,noncanonical,other,None,chrIV,1288561,1288767,+
orf59136,chr4_1288977,NA,noncanonical,denovo,None,chrIV,1288977,1289045,-
orf46044,chr4_1289406,YDR409W,canonical,conserved,Verified,chrIV,1289406,1292120,+
orf47900,chr4_1291772,NA,noncanonical,other,None,chrIV,1291772,1291996,-
orf59126,chr4_1292277,NA,noncanonical,denovo,None,chrIV,1292277,1292366,-
orf47896,chr4_1292372,YDR410C,canonical,conserved,Verified,chrIV,1292372,1293091,-
orf59121,chr4_1293369,YDR411C,canonical,conserved,Verified,chrIV,1293369,1294394,-
orf34845,chr4_1294693,YDR412W,canonical,conserved,Verified,chrIV,1294693,1295400,+
orf59118,chr4_1295598,YDR414C,canonical,conserved,Verified,chrIV,1295598,1296686,-
orf34848,chr4_1295956,NA,noncanonical,other,None,chrIV,1295956,1296219,+
orf34849,chr4_1296349,NA,noncanonical,other,None,chrIV,1296349,1296492,+
orf47882,chr4_1296794,NA,noncanonical,denovo,None,chrIV,1296794,1296829,-
orf53617,chr4_1296856,NA,noncanonical,denovo,None,chrIV,1296856,1296900,-
orf47881,chr4_1297037,YDR415C,canonical,conserved,Uncharacterized,chrIV,1297037,1298161,-
orf40565,chr4_1298432,YDR416W,canonical,conserved,Verified,chrIV,1298432,1301011,+
orf46093,chr4_1301616,YDR418W,canonical,conserved,Verified,chrIV,1301616,1302113,+
orf34868,chr4_1302061,NA,noncanonical,other,None,chrIV,1302061,1302249,+
orf63455,chr4_130221,NA,noncanonical,denovo,None,chrIV,130221,130331,-
orf34875,chr4_1303174,YDR419W,canonical,conserved,Verified,chrIV,1303174,1305072,+
orf63454,chr4_130407,YDL184C,canonical,conserved,Verified,chrIV,130407,130484,-
orf34880,chr4_1306267,YDR420W,canonical,conserved,Verified,chrIV,1306267,1311675,+
orf52171,chr4_130871,YDL183C,canonical,conserved,Verified,chrIV,130871,131833,-
orf40618,chr4_1312040,YDR421W,canonical,conserved,Verified,chrIV,1312040,1314892,+
orf53571,chr4_1312102,NA,noncanonical,other,None,chrIV,1312102,1312494,-
orf53559,chr4_1315222,NA,noncanonical,denovo,None,chrIV,1315222,1315311,-
orf59042,chr4_1315326,YDR422C,canonical,conserved,Verified,chrIV,1315326,1317917,-
orf47783,chr4_1318046,YDR423C,canonical,conserved,Verified,chrIV,1318046,1319275,-
orf57845,chr4_131836,NA,noncanonical,other,None,chrIV,131836,131940,-
NA,chr4_1319387,YDR424C,canonical,conserved,Verified,chrIV,1319387,1319841,-
orf40636,chr4_1319441,NA,noncanonical,other,None,chrIV,1319441,1319593,+
orf53541,chr4_1319758,NA,noncanonical,other,None,chrIV,1319758,1320015,-
orf34915,chr4_1320064,YDR425W,canonical,conserved,Verified,chrIV,1320064,1321941,+
orf63451,chr4_132012,NA,noncanonical,denovo,None,chrIV,132012,132170,-
orf59022,chr4_1321629,YDR426C,noncanonical,other,Dubious,chrIV,1321629,1322006,-
orf46166,chr4_1322205,YDR427W,canonical,conserved,Verified,chrIV,1322205,1323386,+
orf63450,chr4_132333,NA,noncanonical,other,None,chrIV,132333,132539,-
orf53517,chr4_1323454,YDR428C,canonical,conserved,Verified,chrIV,1323454,1324239,-
orf53514,chr4_1324477,YDR429C,canonical,conserved,Verified,chrIV,1324477,1325301,-
orf47754,chr4_1325501,YDR430C,canonical,conserved,Verified,chrIV,1325501,1328470,-
orf40675,chr4_1328783,YDR432W,canonical,conserved,Verified,chrIV,1328783,1330027,+
orf46190,chr4_1330113,NA,noncanonical,denovo,None,chrIV,1330113,1330199,+
orf40677,chr4_1330250,NA,noncanonical,other,None,chrIV,1330250,1330303,+
orf40678,chr4_1330313,NA,noncanonical,denovo,None,chrIV,1330313,1330414,+
orf40679,chr4_1330442,NA,noncanonical,denovo,None,chrIV,1330442,1330492,+
orf40685,chr4_1331237,YDR434W,canonical,conserved,Verified,chrIV,1331237,1332841,+
orf47738,chr4_1332983,YDR435C,canonical,conserved,Verified,chrIV,1332983,1333969,-
orf58981,chr4_1334043,NA,noncanonical,denovo,None,chrIV,1334043,1334204,-
orf34966,chr4_1334338,NA,noncanonical,denovo,None,chrIV,1334338,1334553,+
orf41878,chr4_133437,YDL182W,canonical,conserved,Verified,chrIV,133437,134723,+
orf34967,chr4_1334821,YDR436W,canonical,conserved,Verified,chrIV,1334821,1336953,+
orf46221,chr4_1336968,NA,noncanonical,denovo,None,chrIV,1336968,1337051,+
orf46222,chr4_1337352,YDR437W,canonical,conserved,Verified,chrIV,1337352,1337774,+
orf47729,chr4_1337369,NA,noncanonical,other,None,chrIV,1337369,1337560,-
orf46224,chr4_1337931,NA,noncanonical,denovo,None,chrIV,1337931,1338056,+
orf40709,chr4_1338029,NA,noncanonical,denovo,None,chrIV,1338029,1338145,+
orf46226,chr4_1338159,NA,noncanonical,other,None,chrIV,1338159,1338233,+
orf34975,chr4_1338274,YDR438W,canonical,conserved,Verified,chrIV,1338274,1339386,+
orf58961,chr4_1339146,NA,noncanonical,other,None,chrIV,1339146,1339292,-
orf40715,chr4_1339676,YDR439W,canonical,conserved,Verified,chrIV,1339676,1340719,+
orf53441,chr4_1341097,NA,noncanonical,other,None,chrIV,1341097,1341168,-
orf47709,chr4_1341338,NA,noncanonical,denovo,None,chrIV,1341338,1341385,-
orf53437,chr4_1341880,NA,noncanonical,other,None,chrIV,1341880,1341990,-
orf40722,chr4_1342493,YDR440W,canonical,conserved,Verified,chrIV,1342493,1344241,+
orf58936,chr4_1344432,NA,noncanonical,other,None,chrIV,1344432,1344566,-
orf53426,chr4_1344517,YDR441C,canonical,conserved,Verified,chrIV,1344517,1345062,-
orf47700,chr4_1345049,NA,noncanonical,other,None,chrIV,1345049,1345093,-
orf53425,chr4_1345285,NA,noncanonical,denovo,None,chrIV,1345285,1345521,-
orf47698,chr4_1345676,YDR443C,canonical,conserved,Verified,chrIV,1345676,1349938,-
orf52159,chr4_135017,NA,noncanonical,denovo,None,chrIV,135017,135130,-
orf40749,chr4_1350290,YDR444W,canonical,conserved,Uncharacterized,chrIV,1350290,1352353,+
orf63443,chr4_135144,NA,noncanonical,other,None,chrIV,135144,135209,-
orf36144,chr4_135179,YDL181W,canonical,conserved,Verified,chrIV,135179,135436,+
orf53384,chr4_1353001,NA,noncanonical,other,None,chrIV,1353001,1353120,-
orf53383,chr4_1353229,NA,noncanonical,denovo,None,chrIV,1353229,1353441,-
orf63442,chr4_135330,NA,noncanonical,other,None,chrIV,135330,135440,-
